Doc_id,Question,Answer
7.txt,Số lượng chỉ tiêu dự kiến của trường Đại học Công nghệ - Đại học Quốc gia Hà Nội là bao nhiêu?,Vary từ 60 đến 480 chỉ tiêu
7.txt,Địa điểm tổ chức lễ tốt nghiệp của trường Đại học Công nghệ - Đại học Quốc gia Hà Nội không được cung cấp thông tin. Q: Đại học Công nghệ - Đại học Quốc gia Hà Nội có liên kết quốc tế hay không?,Có
7.txt,Địa chỉ email của trường Đại học Công nghệ - Đại học Quốc gia Hà Nội là gì?,[email protected]
7.txt,Website của trường Đại học Công nghệ - Đại học Quốc gia Hà Nội là gì?,https://uet.vnu.edu.vn/
37.txt,Đại học Quốc gia Hà Nội tuyển sinh bao nhiêu sinh viên năm 2025?,Hơn 20.000 sinh viên
37.txt,Số lượng sinh viên được tuyển vào trường Đại học Công nghệ năm 2025 tăng bao nhiêu so với năm ngoái?,940
37.txt,Trường Đại học Quốc gia Hà Nội có bao nhiêu trường thành viên?,12
37.txt,Chỉ tiêu tuyển sinh của trường Đại học Việt Nhật năm 2025 là bao nhiêu?,450
37.txt,Số lượng sinh viên được tuyển vào trường Đại học Y Dược năm 2025 là bao nhiêu?,720
37.txt,"Đại học Quốc gia Hà Nội lưu ý rằng chỉ tiêu trên chưa bao gồm các ngành, chương trình đào tạo dự kiến mở mới trong năm 2025 là bao nhiêu?",Chưa rõ (sẽ được công bố sau)
37.txt,Số lượng sinh viên được tuyển vào trường Đại học Kinh tế năm 2025 là bao nhiêu?,2.500
37.txt,Số lượng sinh viên được tuyển vào trường Đại học Giáo dục năm 2025 là bao nhiêu?,1.300
24.txt,Tuổi Trẻ Online giới thiệu phiên bản đặc biệt dành riêng cho các thành viên nào?,Tuổi Trẻ Sao
24.txt,Tuổi Trẻ Sao bao gồm các chuyên mục và trải nghiệm nào?,"Tư vấn pháp luật, Hỏi chuyện sức khỏe, Xem nhật báo sắc nét trên mạng (E-paper), Tuổi Trẻ Live"
24.txt,"Tuổi Trẻ Sao được thiết kế thông thoáng với tất cả các trang, chuyên mục và video đều không có quảng cáo hiển thị.",Có
24.txt,"Tuổi Trẻ Sao cho phép thành viên tham gia các hoạt động và tương tác như tặng Sao cho tác giả và các bài viết yêu thích, đổi quà lưu niệm trong chương trình.",Có
24.txt,"Tuổi Trẻ Sao được phát triển để từng bước nâng cao chất lượng nội dung, tăng khả năng kết nối, tương tác và thực hiện các nội dung mới theo nhu cầu của số đông công chúng.",Có
24.txt,"Tuổi Trẻ Sao có thể mang lại những trải nghiệm mới mẻ, tích cực hơn cho cộng đồng độc giả của Tuổi Trẻ Online.",Có
24.txt,Kỳ họp thứ 9 Quốc hội khóa XV được tổ chức vào ngày nào?,19-05
24.txt,Bộ Giáo dục và Đào tạo công bố khung quy đổi điểm các phương thức xét tuyển vào ngày nào?,19-05
24.txt,Ông Biden bị ung thư tuyến tiền liệt di căn xương vào ngày nào?,Không rõ
24.txt,Vụ dùng dao đâm nhiều người có các tình tiết kỳ lạ tại Hàn Quốc diễn ra vào ngày nào?,19-05
24.txt,Đại học Carnegie Mellon được thành lập năm nào?,1900
24.txt,Thành phố Pittsburgh được đặt tên theo ai?,William Pitt
24.txt,Tuổi Trẻ Online được thành lập vào năm nào?,Không rõ
38.txt,Đại học Quốc gia Hà Nội được thành lập vào năm nào?,Năm không được đề cập trong tài liệu nhưng có thể là năm 1906
38.txt,Đại học Quốc gia Hà Nội có bao nhiêu trường đại học thành viên?,Không được đề cập trong tài liệu nhưng có thể là 4 trường đại học thành viên
38.txt,Đại học Quốc gia Hà Nội có bao nhiêu ngành đào tạo cử nhân?,Có 51 ngành đào tạo cử nhân
38.txt,Đại học Quốc gia Hà Nội có bao nhiêu ngành đào tạo cử nhân chất lượng cao?,Có ít nhất 1 ngành đào tạo cử nhân chất lượng cao
38.txt,Đại học Quốc gia Hà Nội có bao nhiêu ngành đào tạo cử nhân đạt chuẩn quốc tế?,Có ít nhất 1 ngành đào tạo cử nhân đạt chuẩn quốc tế
38.txt,Đại học Quốc gia Hà Nội có bao nhiêu ngành đào tạo cử nhân trọng điểm?,Có ít nhất 1 ngành đào tạo cử nhân trọng điểm
38.txt,Đại học Quốc gia Hà Nội có bao nhiêu ngành đào tạo cử nhân liên ngành?,Có ít nhất 1 ngành đào tạo cử nhân liên ngành
38.txt,Đại học Quốc gia Hà Nội có bao nhiêu ngành đào tạo cử nhân tài năng?,Có ít nhất 1 ngành đào tạo cử nhân tài năng
38.txt,Đại học Quốc gia Hà Nội có bao nhiêu ngành đào tạo cử nhân CLC?,Có ít nhất 5 ngành đào tạo cử nhân CLC
38.txt,Đại học Quốc gia Hà Nội có bao nhiêu ngành đào tạo cử nhân tiên tiến?,Có ít nhất 1 ngành đào tạo cử nhân tiên tiến
38.txt,Đại học Quốc gia Hà Nội có bao nhiêu ngành đào tạo cử nhân chuẩn quốc tế?,Có ít nhất 2 ngành đào tạo cử nhân chuẩn quốc tế
38.txt,Đại học Quốc gia Hà Nội có bao nhiêu ngành đào tạo cử nhân CLC và tiên tiến?,Có ít nhất 1 ngành đào tạo cử nhân CLC và tiên tiến
38.txt,Đại học Quốc gia Hà Nội có bao nhiêu ngành đào tạo cử nhân CLC và chuẩn quốc tế?,Có ít nhất 2 ngành đào tạo cử nhân CLC và chuẩn quốc tế
41.txt,Đại học Quốc gia Hà Nội được thành lập theo Nghị định số 97/CP ngày 10 tháng 12 năm 1993 của Chính phủ.,1993
41.txt,Đại học Quốc gia Hà Nội có bao nhiêu đơn vị thành viên và trực thuộc?,36
41.txt,Địa chỉ của Đại học Quốc gia Hà Nội là ở đâu?,"144 đường Xuân Thuỷ, quận Cầu Giấy, Hà Nội"
41.txt,Đại học Quốc gia Hà Nội bao gồm nhiều cơ sở đặt tại các địa điểm nào?,"Hoà Lạc, Thạch Thất, Hà Nội; 334, 336 đường Nguyễn Trãi, quận Thanh Xuân, Hà Nội; 19 phố Lê Thánh Tông, quận Hoàn Kiếm, Hà Nội; 7B Bis, phường Bách Khoa, quận Hai Bà Trưng, Hà Nội"
41.txt,"Các tuyến xe buýt đến cơ sở của Đại học Quốc gia Hà Nội tại 144 đường Xuân Thuỷ, quận Cầu Giấy, Hà Nội là các tuyến số mấy?","7, 13, 14, 16, 20, 25, 26, 27, 28, 30, 32, 34, 38, 39"
41.txt,Đại học Quốc gia Hà Nội có bao nhiêu cơ sở tại Hà Nội?,8
41.txt,"Địa chỉ của Đại học Quốc gia Hà Nội tại khu vực Hòa Lạc (xã Thạch Hòa, huyện Thạch Thất, thành phố Hà Nội) gồm có cơ sở nào?","Cơ quan ĐHQGHN, Trường ĐH Giáo dục, Trường ĐH Việt Nhật, Trường ĐH Y Dược, Trung tâm Chuyển giao tri thức và Hỗ trợ khởi nghiệp, Trung tâm Thư viện và Tri thức số, Trung tâm Giáo dục Quốc phòng - An ninh, Ban Quản lý các dự án, Ban Quản lý Dự án xây dựng ĐHQGHN tại Hòa Lạc"
41.txt,Địa chỉ của Đại học Quốc gia Hà Nội tại khu vực quận Cầu Giấy gồm có cơ sở nào?,"Tòa nhà Đổi mới sáng tạo, Các trường đại học: Ngoại ngữ, Công nghệ, Kinh tế, Giáo dục, Y - Dược, Luật, Các trường và khoa trực thuộc: Trường Quản trị Kinh doanh, Trường Quốc tế, Khoa Các khoa học liên ngành, Các viện nghiên cứu: Công nghệ Thông tin, Vi sinh vật và"
4.txt,Đại học Quốc gia Hà Nội được thành lập theo Nghị định số 97/CP ngày bao nhiêu?,10.12.1993
4.txt,"Năm 1945, Trường Đại học Quốc gia Việt Nam được thành lập dưới sự chủ tọa của Chủ tịch Hồ Chí Minh.",Có đúng
4.txt,"Đại học Quốc gia Hà Nội đã cơ bản hoàn chỉnh cơ cấu đa ngành, đa lĩnh vực với bao nhiêu trường đại học thành viên?",9
4.txt,"Năm 2022, ĐHQGHN đã chuyển trụ sở tới Hoà Lạc.",Có đúng
4.txt,Đại học Quốc gia Hà Nội đã có bao nhiêu nhóm lĩnh vực được xếp hạng theo kết quả xếp hạng theo lĩnh vực – World University Ranking by Subjects 2024 (THE WUR by Subjects 2024)?,8
4.txt,"Năm 2023, ĐHQGHN có sự bứt phá mạnh mẽ ở thứ hạng 70 thế giới về tiêu chí Giáo dục có chất lượng.",Có đúng
4.txt,ĐHQGHN đã phối hợp với các đơn vị đối tác xây dựng và phát triển các nền tảng hỗ trợ hệ thống giáo dục quốc dân.,Có đúng
4.txt,"Năm 2023, học sinh Trường THPT chuyên Khoa học Tự nhiên giành được bao nhiêu huy chương Olympic quốc tế?",291
61.txt,Trường Khoa học liên ngành và Nghệ thuật được thành lập tại Đại học Quốc gia Hà Nội?,Có
61.txt,"Địa chỉ của Trường Khoa học liên ngành và Nghệ thuật là số 144 Xuân Thủy, Cầu Giấy, Hà Nội?",Có
61.txt,Điện thoại của Trường Khoa học liên ngành và Nghệ thuật là 0243 754 7716?,Có
61.txt,"Trường Khoa học liên ngành và Nghệ thuật có mạng lưới các đối tác, doanh nghiệp đồng hành uy tín ở nhiều lĩnh vực?",Có
61.txt,"Năm học 2024 – 2025, Trường Khoa học liên ngành và Nghệ thuật tổ chức chiến dịch Mùa Đông Ấm tại Lai Châu?",Có
61.txt,Địa chỉ email của Trường Khoa học liên ngành và Nghệ thuật là tuyensinhliennganh@vnu.edu.vn?,Có
61.txt,Trường Khoa học liên ngành và Nghệ thuật có trang Facebook chính thức?,Có
61.txt,"Năm 1900, Đại học Carnegie Mellon được thành lập?",Có
32.txt,Đại học Quốc gia Hà Nội được thành lập năm nào?,Năm 1906 (không rõ trong tài liệu nhưng có thể liên quan)
32.txt,GS.TSKH Vũ Minh Giang là chức vụ của ai?,Phó Giám đốc ĐHQGHN
32.txt,Trung tâm Truyền thông và Quan hệ công chúng có tên gọi khác là gì?,Không có thông tin liên quan
32.txt,Năm 2013 có ý nghĩa đặc biệt gì?,Năm 2013 là năm lần đầu tiên Luật Giáo dục đại học có hiệu lực và là năm thứ 20 ngày Chính phủ ra Quyết định thành lập ĐHQGHN
32.txt,"Địa điểm của Khu đô thị ĐHQGHN tại Hoà Lạc, Thạch Thất, Hà Nội là gì?",Hà Nội
66.txt,Đại học Quốc gia Hà Nội (ĐHQGHN) có tên chính thức là gì?,Đại học Quốc gia Hà Nội
66.txt,Đại học Quốc gia Hà Nội có cơ sở vật chất tại địa điểm nào?,"Lưu Hữu Phước, Cầu Diễn, Nam Từ Liêm, Hà Nội"
66.txt,Đại học Quốc gia Hà Nội có cơ sở vật chất tại địa điểm nào khác?,"Khu đô thị Đại học Quốc gia, Hoà Lạc, Thạch Thất, Hà Nội"
66.txt,Trường Đại học Việt Nhật có tên chính thức là gì?,Trường Đại học Việt Nhật
66.txt,Đại học Việt Nhật có cơ sở vật chất tại địa điểm nào?,"Đường Lưu Hữu Phước, Cầu Diễn, Nam Từ Liêm, Hà Nội"
66.txt,Đại học Việt Nhật có cơ sở vật chất tại địa điểm nào khác?,"Khu đô thị Đại học Quốc gia, Hoà Lạc, Thạch Thất, Hà Nội"
66.txt,Đại học Việt Nhật có số điện thoại là gì?,(+84) 966 954 736 (+84) 969 638 426
66.txt,Đại học Việt Nhật có địa chỉ email là gì?,"admission@vju.ac.vn, info@vju.ac.vn"
66.txt,Đại học Việt Nhật có hotline là gì?,(+84) 966 954 736 (+84) 969 638 426
66.txt,Đại học Việt Nhật có số hotline là gì?,(+84) 966 954 736 (+84) 969 638 426
66.txt,Đại học Việt Nhật có địa chỉ cơ sở Mỹ Đình là gì?,"Trường Đại học Việt Nhật, đường Lưu Hữu Phước, Cầu Diễn, Nam Từ Liêm, Hà Nội"
66.txt,Đại học Việt Nhật có địa chỉ cơ sở Hòa Lạc là gì?,"Trường Đại học Việt Nhật, Khu đô thị Đại học Quốc gia, Hoà Lạc, Thạch Thất, Hà Nội"
66.txt,Đại học Việt Nhật có địa chỉ email là gì?,"admission@vju.ac.vn, info@vju.ac.vn"
66.txt,Đại học Việt Nhật có địa chỉ hotline là gì?,(+84) 966 954 736 (+84) 969
54.txt,Trường ĐHKHTN được thành lập trên cơ sở hợp nhất 4 khối THPT Chuyên vào năm nào?,2010
54.txt,Số lượng sinh viên tốt nghiệp tiếp tục học cao học vào khoảng bao nhiêu phần trăm?,50%
54.txt,Trường ĐHKHTN đã được Bộ GD&ĐT giao nhiệm vụ triển khai thực hiện 4 đề án đào tạo theo chương trình tiên tiến với đối tác nước ngoài nào?,Các trường đại học có thứ hạng cao trong top 100 trường tốt nhất của thế giới
54.txt,Trường ĐHKHTN đã thực hiện đào tạo sau đại học với tỷ lệ học viên sau đại học lớn hơn bao nhiêu phần trăm?,30%
54.txt,"Năm 2007, Trường đã tổng kết bao nhiêu năm đào tạo CNKHTN?",10
54.txt,Trường ĐHKHTN đã được giao nhiệm vụ đào tạo trình độ tiến sĩ theo đề án 911 với cả hai phương thức đào tạo là tại trường và phối hợp với Đại học Kitakyushu (Nhật Bản) bao nhiêu chuyên ngành?,37 chuyên ngành và chuyên ngành Kỹ thuật môi trường
54.txt,Trường ĐHKHTN quản lý và tổ chức đào tạo bao nhiêu chuyên ngành đào tạo thạc sĩ và 48 chuyên ngành đào tạo tiến sĩ?,46 và 48
54.txt,Số lượng đào tạo đại học của Trường hiện nay gồm bao nhiêu sinh viên đại học chính quy và vừa làm vừa học?,5923 và 1887
54.txt,"Trường ĐHKHTN có bao nhiêu chương trình đào tạo bậc đại học, trong đó có bao nhiêu chương trình nhiệm vụ chiến lược?",45 và 17
59.txt,"Trường Khoa học liên ngành và Nghệ thuật, Đại học Quốc gia Hà Nội có địa chỉ ở đâu?","Nhà G7, Đại học Quốc gia Hà Nội, số 144 Xuân Thủy, Cầu Giấy, Hà Nội"
59.txt,"Số điện thoại của Trường Khoa học liên ngành và Nghệ thuật, Đại học Quốc gia Hà Nội là gì?",0243 754 7716
59.txt,"Năm nào, Trường Khoa học liên ngành và Nghệ thuật công bố thông tin tuyển sinh đại học chính quy năm 2025 (dự kiến)?",2025
59.txt,"Ngày nào, Đại học Quốc gia Hà Nội ban hành chương trình đào tạo trình độ đại học ngành Công nghệ truyền thông?",28 tháng 4 năm 2025
59.txt,"Thành phố nào, Đại học Quốc gia Hà Nội đặt tại?",Hà Nội
59.txt,"Số điện thoại của Trường Khoa học liên ngành và Nghệ thuật, Đại học Quốc gia Hà Nội là 098.129.0448?",Có
59.txt,"Năm nào, Trường Khoa học liên ngành và Nghệ thuật, Đại học Quốc gia Hà Nội công bố thông tin tuyển sinh đại học chính quy năm 2024?",2024
59.txt,"Địa chỉ của Trường Khoa học liên ngành và Nghệ thuật, Đại học Quốc gia Hà Nội là Nhà G7?",Có
59.txt,"Năm nào, Trường Khoa học liên ngành và Nghệ thuật, Đại học Quốc gia Hà Nội ban hành chương trình đào tạo trình độ đại học ngành Công nghệ truyền thông?",2025
31.txt,ĐHQGHN tuyển sinh bao nhiêu chỉ tiêu vào năm 2019?,Gần 10.000 chỉ tiêu
31.txt,ĐHQGHN tuyển sinh bao nhiêu ngành đào tạo vào năm 2019?,"120 ngành, chương trình đào tạo"
31.txt,ĐHQGHN tuyển sinh các hình thức xét tuyển nào vào năm 2019?,(1) Thí sinh sử dụng kết quả kì thi THPT quốc gia; (2) Thí sinh có chứng chỉ quốc tế A-Level; (3) Thí sinh có kết quả trong kỳ thi chuẩn hóa SAT; (4) Thí sinh có chứng chỉ tiếng Anh IELTS
31.txt,"ĐHQGHN tuyển sinh các đối tượng xét tuyển thẳng, ưu tiên xét tuyển nào vào năm 2019?","Các em đạt giải trong kỳ thi học sinh giỏi quốc gia, cấp tỉnh, thành phố"
31.txt,ĐHQGHN có bao nhiêu CTĐT mới được tuyển sinh vào năm 2019?,13 CTĐT mới
31.txt,ĐHQGHN có bao nhiêu CTĐT truyền thống được chuyển đổi theo hướng mô hình đào tạo chất lượng cao vào năm 2019?,Hầu hết các CTĐT chất lượng cao
31.txt,ĐHQGHN tuyển sinh các ngành đào tạo thí điểm vào năm 2019?,15 ngành đào tạo thí điểm
31.txt,ĐHQGHN có bao nhiêu sinh viên tốt nghiệp nhận 2 bằng đại học và 2.500 sinh viên đang theo học bằng kép từ năm 2015 đến nay?,Khoảng hơn 3.000 sinh viên tốt nghiệp nhận 2 bằng đại học và 2.500 sinh viên đang theo học bằng kép
36.txt,Đại học Quốc gia Hà Nội (ĐHQGHN) được thành lập năm nào?,"Năm tài liệu không đề cập rõ ràng, nhưng có thể liên quan đến thông tin về lịch sử của ĐHQGHN"
36.txt,Thành phố Hà Nội là thủ đô của quốc gia nào?,Việt Nam
36.txt,Đại học Quốc gia Hà Nội có bao nhiêu trường đại học thành viên?,"Không rõ, nhưng có thể liên quan đến thông tin về cơ cấu tổ chức của ĐHQGHN"
36.txt,"ĐHQGHN có trụ sở chính tại khu đô thị ĐHQGHN tại Hoà Lạc, Thạch Thất, Hà Nội hay không?",Có
36.txt,Đại học Quốc gia Hà Nội có giấy phép số 993/GP-TTĐT ngày 20/3/2020 của Sở Thông tin và Truyền thông Hà Nội hay không?,Có
36.txt,Đại học Quốc gia Hà Nội có Website kỷ niệm 100 năm hay không?,Có
36.txt,Đại học Quốc gia Hà Nội có các trung tâm đào tạo trực thuộc hay không?,Có
65.txt,Trường Đại học Việt Nhật (VJU) có cơ sở tại đâu?,VJU có cơ sở tại Hà Nội và Hoà Lạc
65.txt,Thông tin tuyển sinh của VJU được cập nhật vào thời điểm nào?,Thông tin tuyển sinh của VJU được cập nhật thường xuyên
65.txt,Số điện thoại hotline của VJU là bao nhiêu?,(+84) 966 954 736 (+84) 969 638 426
65.txt,Địa chỉ cơ sở Mỹ Đình của VJU là ở đâu?,"Đường Lưu Hữu Phước, Cầu Diễn, Nam Từ Liêm, Hà Nội"
65.txt,Thời gian tuyển sinh của VJU thường diễn ra vào khoảng thời gian nào?,Thông tin tuyển sinh của VJU được cập nhật thường xuyên
65.txt,Địa chỉ cơ sở Hòa Lạc của VJU là ở đâu?,"Khu đô thị Đại học Quốc gia, Hoà Lạc, Thạch Thất, Hà Nội"
65.txt,Số điện thoại email của VJU là bao nhiêu?,"admission@vju.ac.vn, info@vju.ac.vn"
65.txt,Thông tin về học phí và học bổng của VJU được cập nhật vào thời điểm nào?,Thông tin về học phí và học bổng của VJU được cập nhật thường xuyên
65.txt,Địa chỉ của VJU có thể được tìm thấy trên trang web nào?,Trang web chính thức của VJU
65.txt,Thông tin về các chương trình đào tạo của VJU được cập nhật vào thời điểm nào?,Thông tin về các chương trình đào tạo của VJU được cập nhật thường xuyên
65.txt,Số điện thoại hotline của VJU có thể được tìm thấy trên trang web nào?,Trang web chính thức của VJU
65.txt,Địa chỉ của VJU có thể được tìm thấy trên trang web nào?,Trang web chính thức của VJU
65.txt,Thông tin về các chương trình đào tạo của VJU được cập nhật vào thời điểm nào?,Thông tin về các chương trình đào tạo của VJU được cập nhật thường xuyên
65.txt,Số điện thoại email của VJU có thể được tìm thấy trên trang web nào?,Trang web chính thức của V
8.txt,Giám đốc ĐHQGHN đã ký Quyết định số 3626/QĐ-ĐHQGHN vào ngày nào?,21/10/2022
8.txt,Quy chế Đào tạo đại học của ĐHQGHN gồm các chương và điều gì?,"9 chương, 51 điều"
8.txt,ĐHQGHN đã đưa học phần công nghệ số và trí tuệ nhân tạo vào giảng dạy từ năm nào?,Năm nhất
8.txt,Trường ĐH Kinh tế và Trường THPT Khoa học Giáo dục đã thúc đẩy Chương trình Ươm tạo tài năng VNU 12+ vào ngày nào?,07/05/2025
8.txt,ĐHQGHN đã mở thêm 4 chuyên ngành đào tạo cử nhân thích ứng với thị trường lao động vào ngày nào?,25/03/2025
8.txt,Đại học Quốc gia Hà Nội đã ký Quyết định số 3626/QĐ-ĐHQGHN ban hành Quy chế Đào tạo đại học vào năm nào?,2022
8.txt,ĐHQGHN đã tổ chức Ngày hội tư vấn tuyển sinh - hướng nghiệp 2025 vào ngày nào?,17/03/2025
8.txt,"ĐHQGHN đã tập trung ưu tiên đào tạo các ngành kỹ thuật - công nghệ, chip, công nghệ bán dẫn vào ngày nào?",15/02/2025
8.txt,ĐHQGHN đã ký Quyết định số 3626/QĐ-ĐHQGHN ban hành Quy chế Đào tạo đại học của Đại học Quốc gia Hà Nội vào ngày nào?,21/10/2022
8.txt,ĐHQGHN đã đưa học phần công nghệ số và trí tuệ nhân tạo vào giảng dạy từ năm nào?,Năm nhất
14.txt,Đại học Quốc gia Hà Nội có bao nhiêu trường đại học thành viên?,09
14.txt,Trách nhiệm của các Trường đại học thành viên thuộc Đại học Quốc gia Hà Nội trong hoạt động đào tạo được quy định tại Điều 13 Quy chế tổ chức và hoạt động của Đại học quốc gia và cơ sở giáo dục đại học thành viên.,"Có nhiệm vụ xây dựng, tổ chức thẩm định đề án mở ngành, chuyên ngành đào tạo của đơn vị, báo cáo Giám đốc Đại học quốc gia; có trách nhiệm tổ chức cập nhật, điều chỉnh và ban hành chương trình đào tạo của đơn vị theo đúng quy định của Đại học quốc gia"
14.txt,Địa chỉ của Trường Đại học Văn Lang Cơ Sở 3 là ở đâu?,Không có thông tin về địa chỉ của Trường Đại học Văn Lang Cơ Sở 3 trong tài liệu
14.txt,Mã trường Đại học Công Thương TP HCM là gì?,Không có thông tin về mã trường Đại học Công Thương TP HCM trong tài liệu
14.txt,Đại học Quốc gia Hà Nội được thành lập trên cơ sở nào?,Đại học Quốc gia Hà Nội được thành lập trên cơ sở quyết định của Thủ tướng Chính phủ
14.txt,Trường đại học tự chủ tài chính sử dụng nguồn tài chính cho các hoạt động nào?,"Trường đại học tự chủ tài chính sử dụng nguồn tài chính cho các hoạt động như đào tạo, nghiên cứu, dịch vụ và kinh doanh"
14.txt,Số lượng Trường đại học thành viên thuộc Đại học Quốc gia Hà Nội là bao nhiêu?,09
14.txt,Đại học Quốc gia Hà Nội có bao nhiêu đơn vị thành viên?,Không có thông tin về số lượng đơn vị thành viên của Đại học Quốc gia Hà Nội trong tài liệu
14.txt,Trách nhiệm của các Trường đại học thành viên thuộc Đại học Quốc gia Hà Nội trong hoạt động đào tạo được quy định tại Điều khoản nào của Quy chế tổ chức và hoạt động của Đại học quốc gia và cơ sở giáo dục đại học thành viên?,Điều 13
58.txt,Đại học Quốc gia Hà Nội được thành lập vào năm nào?,"Không rõ, nhưng có thể liên quan đến văn bản ""Website kỷ niệm 100 năm ĐHQGHN"""
58.txt,Quy định tạm thời về công tác người nước ngoài học tại Đại học Quốc gia Hà Nội được ban hành vào ngày nào?,21 tháng 3 năm 2002
58.txt,Vị trí tuyển dụng của Đại học Quốc gia Hà Nội có bao nhiêu loại hình?,"Không rõ, nhưng có thể liên quan đến ""Vị trí tuyển dụng"" trong menu"
58.txt,Số lượng các trường đại học thành viên của Đại học Quốc gia Hà Nội là bao nhiêu?,"Không rõ, nhưng có thể liên quan đến ""Các trường đại học thành viên"" trong menu"
58.txt,Đại học Quốc gia Hà Nội có bao nhiêu khoa trực thuộc?,"Không rõ, nhưng có thể liên quan đến ""Các khoa trực thuộc"" trong menu"
58.txt,Đại học Quốc gia Hà Nội có bao nhiêu đơn vị nghiên cứu khoa học?,"Không rõ, nhưng có thể liên quan đến ""Các đơn vị nghiên cứu khoa học"" trong menu"
58.txt,Đại học Quốc gia Hà Nội có bao nhiêu trung tâm đào tạo trực thuộc?,"Không rõ, nhưng có thể liên quan đến ""Các trung tâm đào tạo trực thuộc"" trong menu"
58.txt,Đại học Quốc gia Hà Nội có bao nhiêu đơn vị dịch vụ và hỗ trợ?,"Không rõ, nhưng có thể liên quan đến ""Các đơn vị dịch vụ và hỗ trợ"" trong menu"
58.txt,Đại học Quốc gia Hà Nội có bao nhiêu đơn vị thực hiện nhiệm vụ đặc biệt?,"Không rõ, nhưng có thể liên quan đến ""Các đơn vị thực hiện nhiệm vụ đặc biệt"" trong menu"
58.txt,Đại học Quốc gia Hà Nội có bao nhiêu văn bản pháp quy?,"Không rõ, nhưng có thể liên quan đến ""Văn bản pháp quy"" trong menu"
58.txt,Đại học Quốc gia Hà Nội có bao nhiêu thủ tục hành chính trực tuyến?,"Không rõ, nhưng có thể liên quan đến ""Thủ tục hành chính trực tuyến"" trong menu"
58.txt,Đại học Quốc gia Hà Nội có bao nhiêu cơ sở vật chất?,"Không rõ, nhưng có thể liên quan đến ""Cơ sở vật chất"" trong menu"
