Doc_id,Question,Answer
3.txt_chunk6,Đại học Quốc gia Hà Nội có bao nhiêu cựu sinh viên ưu tú?,"Có các cựu sinh viên ưu tú như Võ Nguyên Giáp, Nguyễn Phú Trọng, Lê Đức Thọ, Nguyễn Thái Học, Lê Văn Thiêm, Trần Đức Thảo, Ngô Bảo Châu, Đàm Thanh Sơn, Hoàng Tụy, Trần Quang Đức, Đào Duy Anh, Joe Ruelle, Đinh Xuân"
3.txt_chunk7,Đại học Quốc gia Hà Nội được thành lập vào thời gian nào?,1993
3.txt_chunk7,Đại học Quốc gia Hà Nội chuyển trụ sở làm việc tới khu vực nào?,Hòa Lạc
3.txt_chunk7,Bộ Xây dựng nhận lại dự án Đại học Quốc gia Hà Nội vào năm nào?,"Không rõ, tài liệu chỉ đề cập đến việc Bộ Xây dựng nhận lại dự án"
3.txt_chunk8,Đại học Quốc gia Hà Nội được thành lập vào thời gian nào?,1906
3.txt_chunk8,Đại học Quốc gia Hà Nội có tên gọi khác là gì?,Đại học nghiên cứu
3.txt_chunk8,Đại học Quốc gia Hà Nội nằm tại thành phố nào?,Hà Nội
3.txt_chunk8,Đại học Quốc gia Hà Nội có bao nhiêu trường đại học và cao đẳng?,Không rõ
42.txt_chunk1,Đại học Quốc gia Hà Nội được thành lập năm nào?,Không rõ từ tài liệu
42.txt_chunk1,Đại học Quốc gia Hà Nội có bao nhiêu trường đại học thành viên?,Không rõ từ tài liệu
42.txt_chunk1,Đại học Quốc gia Hà Nội có bao nhiêu đơn vị nghiên cứu khoa học?,Không rõ từ tài liệu
42.txt_chunk1,Đại học Quốc gia Hà Nội có bao nhiêu trung tâm đào tạo trực thuộc?,Không rõ từ tài liệu
42.txt_chunk2,Đại học Quốc gia Hà Nội được thành lập theo Quyết định số nào vào năm 1906?,Quyết định số 1514a
42.txt_chunk2,"Địa điểm trụ sở của Đại học Đông Dương (hình ảnh biểu tượng của ĐHQGHN) là số 19 phố Lê Thánh Tông, quận Hoàn Kiếm, thành phố Hà Nội.",Có
42.txt_chunk2,Trường Đại học Quốc gia Việt Nam được thành lập vào ngày 15 tháng 11 năm 1945.,Có
42.txt_chunk3,"Đại học Quốc gia Hà Nội được thành lập trên cơ sở tổ chức, sắp xếp lại mấy trường đại học lớn ở Hà Nội?",03 trường đại học lớn
42.txt_chunk3,Đại học Quốc gia Hà Nội được thành lập theo Nghị định số mấy ngày tháng nào của Chính phủ?,Nghị định số 97/CP ngày 10 tháng 12 năm 1993
42.txt_chunk4,ĐHQGHN trở thành trường đại học trực thuộc Bộ Giáo dục và Đào tạo vào thời điểm nào?,"Vào thời điểm có các ngành và lĩnh vực: toán và khoa học tự nhiên, công nghệ thông tin và điện tử viễn thông (Trường Đại học Khoa học Tự nhiên); khoa học xã hội và nhân văn, kinh tế, luật (Trường Đại học Khoa học Xã hội và Nhân văn) và ngoại ngữ (Trường Đại học Ngoại ngữ)"
42.txt_chunk5,ĐHQGHN được thành lập theo Quyết định số 92/2004/QĐ-TTg của Thủ tướng Chính phủ năm nào?,2004
42.txt_chunk5,Trung tâm Giáo dục Quốc phòng được thành lập từ ngày 02 tháng 3 năm 2004 theo Quyết định số 97/TCCB của Giám đốc ĐHQGHN hay không?,Có
42.txt_chunk6,ĐHQG Hà Nội được thành lập theo Quyết định số nào ngày 10 tháng 6 năm 2010?,Quyết định số 1736/QĐ-TCCB
42.txt_chunk7,ĐHQGHN được thành lập vào thời điểm nào?,"Không rõ, tài liệu không đề cập đến thông tin này"
42.txt_chunk7,"Ngày 05 tháng 9 năm 2013, Trung tâm Kiểm định chất lượng giáo dục được thành lập theo Quyết định số 3568/QĐ-BGDĐT của Bộ trưởng Bộ Giáo dục và Đào tạo.",Có
42.txt_chunk8,ĐHQGHN có bao nhiêu đơn vị trực thuộc sau khi kiện toàn tổ chức lại?,29
42.txt_chunk8,Năm nào Thủ tướng Chính phủ ký Quyết định số 26/2014/QĐ-TTg ban hành Quy chế Tổ chức và hoạt động của ĐHQG và các cơ sở giáo dục đại học thành viên?,2014
42.txt_chunk8,Tên của Viện Tin học Pháp ngữ trước khi đổi tên là gì?,Viện Tin học Pháp ngữ
42.txt_chunk9,"Năm 2015, ĐHQGHN thực hiện giai đoạn 2 của đề án điều chỉnh, sắp xếp lại và phát triển cơ cấu tổ chức của các đơn vị thành viên, đơn vị trực thuộc là vào thời điểm nào?",Nhiệm kỳ 2015-2020
42.txt_chunk10,"ĐHQGHN đã thực hiện việc điều chỉnh tên gọi và chức năng, nhiệm vụ của Khoa Sau đại học thành gì vào năm 2017?",Khoa Sau đại học thành Khoa các khoa học liên ngành
42.txt_chunk10,Văn phòng Nhiệm vụ Quốc chí trực thuộc ĐHQGHN được thành lập vào ngày nào năm 2018?,22 tháng 01 năm 2018
42.txt_chunk11,Khi nào Thủ tướng Chính phủ ký Quyết định số 1666/QĐ-TTg về việc thành lập Trường Đại học Y Dược?,Ngày 27 tháng 10 năm 2020
42.txt_chunk11,Tên gọi tắt của Ban Quản lý Dự án được thành lập vào ngày 28 tháng 10 năm 2021 là gì?,World Banks
42.txt_chunk11,Ngày Giám đốc ĐHQGHN ký Quyết định số 3868/QĐ-ĐHQGHN thành lập Trường Quốc tế?,01
42.txt_chunk12,ĐHQGHN được thành lập vào năm nào?,2020
42.txt_chunk12,"Ngày 08 tháng 6 năm 2022, ĐHQGHN đã ký quyết định thành lập Câu lạc bộ nào?",Câu lạc bộ Cựu sinh viên Doanh nhân ĐHQGHN
42.txt_chunk12,ĐHQGHN đã thành lập trường đại học thành viên thứ mấy?,Thứ mười
42.txt_chunk13,Đại học Quốc gia Hà Nội (ĐHQGHN) được thành lập từ bao giờ?,1906
42.txt_chunk13,ĐHQGHN đã được vinh dự đón nhận Huân chương Lao động hạng Nhất vào năm nào?,"Không rõ, nhưng đã đạt được điều này"
42.txt_chunk13,Cơ cấu ngành nghề đào tạo của ĐHQGHN có bao nhiêu lĩnh vực?,"4 lĩnh vực: khoa học tự nhiên, khoa học xã hội và nhân văn, kinh tế, ngoại ngữ"
42.txt_chunk14,ĐHQGHN được thành lập trong thời gian bao lâu?,30 năm
42.txt_chunk14,"Năm 2022, ĐHQGHN có bao nhiêu lĩnh vực được xếp hạng QS top 600?",6
42.txt_chunk14,"Năm 2023, ĐHQGHN có thêm bao nhiêu nhóm lĩnh vực mới được xếp hạng theo bảng xếp hạng QS?",2
42.txt_chunk14,ĐHQGHN có bao nhiêu đơn vị sự nghiệp công lập thành viên trực thuộc?,34
42.txt_chunk15,ĐHQGHN có bao nhiêu người làm việc tại thời điểm hiện tại?,5281 người
42.txt_chunk15,"Tỷ lệ giảng viên có trình độ tiến sĩ, tiến sĩ khoa học trên số giảng viên cơ hữu, toàn thời gian của ĐHQGHN là bao nhiêu?","66,1%"
42.txt_chunk15,ĐHQGHN đã được xếp hạng vị trí bao nhiêu thế giới trong QS World University Rankings: Sustainability 2025?,325
42.txt_chunk16,Quốc tế phối cảnh khu Trung tâm điều hành ĐHQGHN tại Hòa Lạc sẽ được hoàn thành vào năm nào?,2025
42.txt_chunk16,Tòa nhà HT1 và HT2 cơ sở Hòa Lạc có diện tích tương đương với trường Đại học Khoa học Tự nhiên ở nội thành Hà Nội là bao nhiêu?,"Không rõ, nhưng đã đón sinh viên tới học tập vào tháng 9 năm 2022"
6.txt_chunk1,Thông tin tuyển sinh đại học chính quy năm 2024 của ĐHQGHN được công bố vào thời điểm nào?,00:00:00 Ngày 17/07/2024 GMT+7
6.txt_chunk1,Điểm chuẩn (điểm trúng tuyển) đại học chính quy năm 2023 của ĐHQGHN được công bố vào thời điểm nào?,"Không rõ, vì tài liệu không cung cấp thông tin về thời gian công bố điểm chuẩn năm"
6.txt_chunk2,ĐHQGHN dự kiến tuyển sinh gần bao nhiêu chỉ tiêu vào các ngành/chương trình đào tạo?,18.000
6.txt_chunk2,Trường ĐH Khoa học Tự nhiên có bao nhiêu chỉ tiêu?,1.850
6.txt_chunk2,Trường ĐH Ngoại ngữ có bao nhiêu chỉ tiêu?,2.000
6.txt_chunk2,Kỳ thi tốt nghiệp THPT năm 2024 sẽ có những điểm mới nào?,Nhiều phương thức tuyển sinh
6.txt_chunk3,Đại học Quốc gia Hà Nội có bao nhiêu thí sinh dự thi Đánh giá năng lực đợt 1 năm 2024?,Hơn 11.000
6.txt_chunk3,Kỳ thi Đánh giá năng lực của ĐHQGHN năm 2025 có nhiều đổi mới trong cấu trúc đề thi theo chương trình giáo dục phổ thông ban hành năm nào?,2018
6.txt_chunk4,Đại học Quốc gia Hà Nội (ĐHQGHN) được xếp hạng thế giới vào năm nào?,"2022, 2023, 2024 và 2025"
6.txt_chunk4,Tổ chức xếp hạng QS (Quacquarelli Symonds) công bố kết quả Bảng xếp hạng đại học thế giới QS World University Rankings 2025 vào ngày nào?,5/6/2024
6.txt_chunk5,Đại học Quốc gia Hà Nội có bao nhiêu chỉ tiêu tuyển sinh đại học chính quy năm 2025?,Hơn 20.000
6.txt_chunk5,Trường Đại học Kinh tế - Đại học Quốc gia Hà Nội có nhiều lĩnh vực được xếp hạng trong nhóm từ 400 đến 500 thế giới trong năm nào?,Năm 2025
6.txt_chunk5,Chương trình học bổng Phát triển nhân tài số năm 2025 được triển khai tại trường nào?,Trường Đại học Quốc
67.txt_chunk1,Trường Khoa học liên ngành và Nghệ thuật - Đại học Quốc gia Hà Nội có địa chỉ ở đâu?,"Nhà G7, Đại học Quốc gia Hà Nội, số 144 Xuân Thủy, Cầu Giấy, Hà Nội"
67.txt_chunk1,Số điện thoại của Trường Khoa học liên ngành và Nghệ thuật - Đại học Quốc gia Hà Nội là bao nhiêu?,0243 754 7716 | 0981290448
67.txt_chunk2,Đại học Việt Quốc được thành lập vào thời điểm nào?,Thạc sĩ Công nghiệp văn hóa và sáng tạo
67.txt_chunk2,Chương trình đào tạo nào liên quan đến biến đổi khí hậu và phát triển bền vững?,Tiến sĩ Biến đổi khí hậu và Phát triển bền vững
67.txt_chunk2,Địa điểm nào liên quan đến sinh hoạt khoa học của chương trình đào tạo?,Việt Nam
5.txt_chunk1,Đại học Quốc gia Hà Nội có trụ sở tại địa điểm nào?,"144 Xuân Thủy, Cầu Giấy, Hà Nội"
5.txt_chunk1,"Đại học Quốc gia Hà Nội có nhiều trường trực thuộc, bao gồm trường nào?","Trường Đại học Khoa học Tự nhiên, Trường Đại học Khoa học Xã hội và Nhân văn, Trường Đại học Ngoại ngữ, Trường Đại học Công nghệ, Trường Đại học Giáo dục, Trường Đại học Luật, Trường Đại học Y Dược, Trường Đại học Việt"
5.txt_chunk2,Bạn đang học lớp 12 ở tỉnh nào?,"Có nhiều tỉnh được liệt kê, chẳng hạn như Tiền Giang, Kiên Giang, Cần Thơ, Bến Tre, Vĩnh Long, Trà Vinh, Sóc Trăng, Bạc Liêu, Cà Mau, Điện Bi"
17.txt_chunk1,Đại học Quốc gia Hà Nội (VNU) được thành lập theo Nghị định số 97/CP ngày bao giờ?,10 tháng 12 năm 1993
17.txt_chunk1,Trường Đại học Quốc gia Hà Nội (VNU) được thành lập dựa trên cơ sở tổ chức và sắp xếp lại các trường đại học nào?,"Trường đại học Tổng học Hà Nội, Trường đại học Sư phạm Hà Nội I và Trường đại học Sư phạm Ngoại ngữ Hà Nội"
17.txt_chunk2,Trường Đại học Đông Dương được thành lập theo quyết định số nào của Toàn quyền Đông Dương?,Quyết định số 1514a (ngày 16/5/1906)
17.txt_chunk2,Trường Đại học Đông Dương được đặt tại số địa chỉ nào ở Hà Nội?,"Số 19 Lê Thánh Tông, quận Hoàn Kiếm, thành phố Hà Nội"
17.txt_chunk2,Trường Đại học Đông Dương được chuyển tên thành Trường Đại học Quốc gia Việt Nam vào ngày nào?,15/11/
17.txt_chunk3,Đại học Quốc gia Hà Nội (VNU) được thành lập vào năm nào?,"Không rõ, tài liệu không cung cấp thông tin này"
17.txt_chunk3,"Địa chỉ của Trường Khoa học liên ngành và Nghệ thuật, Đại học Quốc gia Hà Nội là ở đâu?","Nhà G7, Đại học Quốc gia Hà Nội, số 144 Xuân Thủy, Cầu Giấy, Hà Nội"
19.txt_chunk1,Trường Đại học Kinh tế - ĐHQGHN ban hành Thông tin tuyển sinh đại học năm 2025 vào thời điểm nào?,29/04/2025
19.txt_chunk1,Trường Đại học Kinh tế - ĐHQGHN có trụ sở tại đâu?,"Không rõ ràng trong tài liệu, nhưng có thể là Hà Nội"
19.txt_chunk1,Đại học Kinh tế - ĐHQGHN có bao nhiêu năm truyền thống?,50 năm
19.txt_chunk2,Đối tượng dự tuyển được xác định tại thời điểm xét tuyển là bao nhiêu?,01 năm
19.txt_chunk2,Đối tượng dự tuyển bao gồm những người đã được công nhận tốt nghiệp trung học phổ thông (THPT) của Việt Nam hoặc có bằng tốt nghiệp của nước ngoài được công nhận trình độ tương đương.,Có
19.txt_chunk2,Trường Đại học Kinh tế (ĐHKT) có quy định cụ thể về đối tượng dự tuyển cho mỗi phương thức tuyển sinh.,Có
19.txt_chunk3,Đại học được quy định bởi Nhà trường có thể sử dụng điểm quy đổi từ chứng chỉ Tiếng Anh quốc tế kết hợp với kết quả học tập 6 học kỳ bậc THPT của 2 môn còn lại trong 4 tổ hợp xét tuyển là gì?,"Toán, Ngữ Văn; A01 gồm: Toán, Vật lí; D09 gồm: Toán, Lịch sử; D10 gồm: Toán, Địa lý"
19.txt_chunk4,Điều kiện nhận hồ sơ phương thức xét tuyển hồ sơ là gì?,"Thí sinh là thành viên đội tuyển quốc gia, được Bộ Văn hóa, Thể thao và Du lịch, Cục thể dục thể thao hoặc các Liên đoàn thể thao quốc gia xác nhận đã hoàn thành nhiệm vụ tham gia thi đấu trong các giải quốc tế chính thức"
19.txt_chunk4,Các giải thể thao mà thí sinh có thể đạt huy chương để xét tuyển dự bị đại học là gì?,"Các giải thể thao học sinh phổ thông cấp tỉnh,"
19.txt_chunk5,Thí sinh đã tốt nghiệp THPT hoặc tương đương ở nước ngoài có thể sử dụng kết quả học tập 3 môn học cấp THPT theo tổ hợp môn xét tuyển tương ứng của ngành để học.,Có
19.txt_chunk5,"Để được cộng điểm thưởng khi xét tuyển vào ĐHQGHN, thí sinh phải đáp ứng một trong các tiêu chí sau.","Có thể là đạt giải nhất, nhì, ba trong các Kỳ thi Olympic bậc THPT của ĐHQGHN hoặc đạt giải nhất,"
19.txt_chunk6,Tại sao học sinh tham gia Chương trình VNU 12+ được ưu tiên xét tuyển vào bậc đại học?,Bởi vì họ đã tích lũy trước tối thiểu 3 học phần trong chương trình đào tạo đại học
19.txt_chunk6,Điều kiện nào để được xét tuyển thẳng vào Chương trình Cử nhân Quản trị kinh doanh tại ĐH Troy – Hoa Kỳ?,Thí sinh phải thỏa mãn 02 điều kiện: điểm trung bình chung 4/6 học kỳ ở bậc THPT đạt tối thiểu
19.txt_chunk7,Trường Đại học Kinh tế - ĐHQGHN áp dụng cho Chương trình BSBA-TROY có yêu cầu điểm trung bình chung của mỗi năm học ở bậc THPT đạt tối thiểu bao nhiêu theo thang điểm 10?,"6,5"
19.txt_chunk8,Thí sinh cần đạt điểm trung bình chung của mỗi năm học ở bậc THPT là bao nhiêu theo thang điểm 10 để được xét tuyển vào chương trình?,"6,5"
19.txt_chunk8,Thí sinh cần có chứng chỉ tiếng Anh quốc tế đạt tối thiểu tương đương bậc 4 theo Khung năng lực ngoại ngữ 6 bậc dùng cho Việt Nam (VSTEP) là gì?,IELTS 5.5 hoặc TOEFL iBT 72
19.txt_chunk9,Thời gian yêu cầu nộp được chứng chỉ tiếng Anh là bao lâu kể từ khi có thông báo trúng tuyển có điều kiện?,Không quá 01 năm
19.txt_chunk9,Thí sinh có thể đăng ký học các môn do Trường Đại học Kinh tế - ĐHQGHN đảm nhiệm nếu có chứng chỉ tiếng Anh đạt tối thiểu bậc mấy theo Khung năng lực ngoại ngữ 6 bậc dùng cho người Việt Nam (VSTEP)?,4
19.txt_chunk10,Trường Đại học Kinh tế sẽ công bố ngưỡng đầu vào theo kế hoạch chung của Bộ Giáo dục và Đào tạo (GD&ĐT) và Đại học Quốc gia Hà Nội (ĐHQGHN) vào thời điểm nào?,Năm 2025
19.txt_chunk10,Trường ĐHKT tuyển sinh 6 ngành đào tạo với 9 chương trình đào tạo theo các phương thức tuyển sinh trong nước vào năm nào?,Năm 2025
19.txt_chunk11,Trường Đại học Kinh tế xét tuyển các nguyện vọng thí sinh đã đăng ký theo nguyên tắc từ cao xuống thấp đến hết chỉ tiêu phân bổ từng ngành.,Có
19.txt_chunk11,Trường Đại học Kinh tế xét tuyển ngành Quản trị kinh doanh dành cho các tài năng thể thao theo phương thức xét tuyển nào?,Phương thức xét tuyển 1 và 2
19.txt_chunk11,Tổng số chỉ tiêu xét tuyển thẳng vào Trường Đại học Kinh tế là bao nhiêu?,35
19.txt_chunk12,Thời gian đăng ký xét tuyển đại học của Trường Đại học Kinh tế là bao lâu?,Từ ngày đăng ký xét tuyển của tất cả các phương thức (trừ phương thức kết quả thi THPT năm 2025) trên Hệ thống xét tuyển đại học của Trường Đại học Kinh tế
19.txt_chunk12,Hình thức đăng ký xét tuyển đại học của Trường Đại học Kinh tế là gì?,Đăng ký xét tuyển trực tuyến trên Hệ thống hỗ trợ tuyển sinh của Bộ GD&ĐT và trên Hệ thống xét tuyển đại học
19.txt_chunk13,"Thí sinh đạt nhiều thành tích, có nhiều điểm cộng nhưng chỉ được tính 01 lần với mức điểm/thành tích cao nhất là bao nhiêu?",01 lần
19.txt_chunk13,Điểm thưởng được cộng trước khi cộng điểm ưu tiên là đúng hay sai?,Đúng
19.txt_chunk13,Mức điểm ưu tiên áp dụng cho khu vực 1 (KV1) là bao nhiêu?,"0,75 điểm"
19.txt_chunk14,Trường Đại học Kinh tế - ĐHQGHN sử dụng ngân hàng nào để nhận tiền lệ phí xét tuyển?,BIDV
19.txt_chunk14,"Lệ phí xét tuyển cho phương thức xét tuyển ngành Quản trị kinh doanh do Đại học Troy, Hoa Kỳ cấp bằng là bao nhiêu?",2.552.500 đồng/sinh viên
19.txt_chunk14,"Lệ phí xét tuyển cho phương thức xét tuyển ngành Quản trị kinh doanh do Đại học St.Francis, Hoa Kỳ cấp bằng là bao nhiêu?",
19.txt_chunk15,Đại học TROY có học phí là bao nhiêu?,362.455.000 đồng/sinh viên
19.txt_chunk15,Học phí cho một khóa học chuẩn đối với sinh viên trúng tuyển chính thức sau khi trừ học bổng là bao nhiêu?,350.968.750 đồng
19.txt_chunk15,Phí xét tốt nghiệp tại Đại học TROY là bao nhiêu?,1.531.500 đồng/sinh viên
19.txt_chunk16,Thông báo tuyển sinh đại học năm 2024 được công bố vào ngày nào?,19 tháng 03 năm 2024
19.txt_chunk16,Trường Đại học Kinh tế - ĐHQGHN xét tuyển trực tiếp 90 chỉ tiêu cho chương trình BSBA TROY từ ngày nào?,16/03/2023
19.txt_chunk16,Địa chỉ của Trường Đại học Kinh tế - Đại học Quốc gia Hà Nội là gì?,"144 đường Xuân Thủy, quận Cầu Giấy, Hà"
20.txt_chunk1,Trường Quốc tế thuộc ĐHQGHN nào?,Trường Quốc tế - ĐHQGHN
20.txt_chunk1,Ngành đào tạo dự bị và Bằng kép Tiếng Anh của Trường Quốc tế là gì?,Đại học do ĐHQGHN cấp bằng
20.txt_chunk1,Ngành đào tạo dự bị và Bằng kép Đại học liên kết quốc tế của Trường Quốc tế là gì?,Đại học nước ngoài cấp bằng
20.txt_chunk2,Trường Quốc tế nằm ở đâu?,Trường Quốc tế nằm tại Đại học Quốc gia Hà Nội
20.txt_chunk2,Có bao nhiêu cơ sở của Trường Quốc tế?,Có 5 cơ sở của Trường Quốc tế
20.txt_chunk2,Ngôn ngữ chính thức được sử dụng trong đào tạo tại Trường Quốc tế là gì?,Tiếng Anh
20.txt_chunk2,Có bao nhiêu chương trình đào tạo đại học chính quy do ĐHQGHN cấp bằng tại Trường Quốc tế?,07 chương trình đào tạo
7.txt_chunk1,Trường Đại học Công nghệ - Đại học Quốc gia Hà Nội có tên tiếng Anh là gì?,University of Engineering and Technology (UET)
7.txt_chunk1,Địa chỉ của trường Đại học Công nghệ - Đại học Quốc gia Hà Nội là gì?,"Nhà E3, 144 Xuân Thủy, Cầu Giấy, Hà Nội"
7.txt_chunk1,Phương thức xét tuyển của trường Đại học Công nghệ - Đại học Quốc gia Hà Nội bao gồm các phương thức nào?,Phương thức 1: Xét tuyển theo KQ
7.txt_chunk2,Đại học Công nghệ - Đại học Quốc gia Hà Nội có bao nhiêu chương trình đào tạo?,20
7.txt_chunk2,"Năm 2022, điểm chuẩn của chương trình đào tạo Công nghệ thông tin là bao nhiêu?",29.15
7.txt_chunk2,Chương trình đào tạo nào có điểm chuẩn cao nhất vào năm 2024?,Công nghệ thông tin định hướng thị trường Nhật Bản (27.8)
7.txt_chunk3,Đại học Công nghệ - Đại học Quốc gia Hà Nội có tên gọi ban đầu là gì?,Đại học Công nghệ - Đại học Quốc gia Hà Nội có tên gọi ban đầu là Đại học Bách khoa Hà Nội
7.txt_chunk3,"Năm 2020, điểm trúng tuyển của chương trình đào tạo chất lượng cao Công nghệ kỹ thuật cơ điện tử (Chất lượng cao) là bao nhiêu?",24.65
7.txt_chunk4,Chính sách bảo mật của công ty được cập nhật vào thời gian nào?,2023
7.txt_chunk4,Ai là người chịu trách nhiệm về chính sách bảo mật của công ty?,Ban điều hành
7.txt_chunk4,Công ty có quy định gì về việc chia sẻ thông tin bảo mật với bên ngoài?,
37.txt_chunk1,Đại học Quốc gia Hà Nội tuyển sinh bao nhiêu sinh viên năm 2025?,gần 20.300
37.txt_chunk1,Trường Đại học Công nghệ có chỉ tiêu tuyển sinh bao nhiêu sinh viên năm 2025?,3.900
37.txt_chunk1,Trường Đại học Việt Nhật có chỉ tiêu tuyển sinh bao nhiêu sinh viên năm 2025?,450
37.txt_chunk1,Đại học Quốc gia Hà Nội có bao nhiêu trường thành viên tuyển sinh năm 2025?,12  Q
24.txt_chunk1,"Bài hát ""Ca ngợi Hồ Chủ tịch"" được viết bởi nhạc sĩ Văn Cao, nhưng nó được nhắc đến trong chương trình ""Người là niềm tin tất thắng"" trên kênh nào?",Tuổi Trẻ Sao
24.txt_chunk1,Ông Trump đã mời Giáo hoàng Leo XIV đến thăm quê của ông ở quốc gia nào?,Mỹ
24.txt_chunk1,"Khu đất ""vàng"" được thu hồi tại TP Nha Trang thuộc tỉnh nào?",Khánh Hòa
24.txt_chunk2,Ông Biden mắc ung thư loại nào?,Ung thư tuyến tiền liệt di căn xương
24.txt_chunk2,Địa điểm khai mạc Hội chợ thương mại quốc tế Tịnh Biên - An Giang năm 2025?,"Tịnh Biên, An Giang"
24.txt_chunk2,Cựu tổng thống Biden được chẩn đoán mắc ung thư vào thời điểm nào?,Thông điệp đầu tiên sau khi được chẩn đoán mắc ung thư
24.txt_chunk3,"Nơi nào có ""thư viện thông minh"" rộng hơn 200m²?","Trường THCS Trần Huy Liệu, quận Phú Nhuận, TP.HCM"
24.txt_chunk3,Thủ tướng Israel tuyên bố kiểm soát toàn bộ khu vực nào sau khi mở chiến dịch quân sự?,Dải Gaza
24.txt_chunk3,"Khu vực nào được các ngư dân lão luyện làng biển Nhơn Lý sử dụng để bắt cá cơm, ruốc biển, mực...?",Mặt biển Nhơn Lý
24.txt_chunk4,Kỷ niệm 7-5 là ngày gì?,Ngày họp báo của gia đình Kim Sae Ron và kênh YouTube Garo Sero Institute
24.txt_chunk4,Vị trí mới của Trường đại học Y Hà Nội sẽ được đầu tư bao nhiêu?,Hơn 3.000 tỉ
24.txt_chunk4,Tỉnh nào đang đầu tư cải tạo nâng công suất nhà máy nước tại khu vực thành phố?,Sóc Trăng
24.txt_chunk5,Thùy Tiên là ai?,Hoa hậu
24.txt_chunk5,Nicole Kidman nhận giải gì ở Cannes?,Women in Motion
24.txt_chunk5,Thành phố nào được đề xuất ngừng in phù hiệu và giấy phép?,TP.HCM
24.txt_chunk5,Vệ tinh đầu tiên của Trung Quốc được phóng vào đâu?,Không gian
24.txt_chunk5,Trường đại học nào lần đầu xét tuyển khối A và bỏ xét điểm đánh giá năng lực?,Trường đại học Y Hà Nội
24.txt_chunk6,Chủ tịch Hồ Chí Minh có liên quan đến khu lưu niệm nào?,Trường Sa
24.txt_chunk6,Tại sao đoạn cao tốc Khánh Hòa - Buôn Ma Thuột có nguy cơ chậm tiến độ?,Do khan hiếm đá xây dựng
24.txt_chunk6,Kỷ nguyên mới của thương hiệu nghỉ dưỡng hàng đầu Việt Nam được khởi động khi nào?,Khi Vinpearl lên sàn
24.txt_chunk6,Thành phố TP.HCM có gói cháo bột mang ra thế giới nào?,Gói cháo bột
24.txt_chunk7,Tuổi Trẻ Online giới thiệu phiên bản đặc biệt dành riêng cho các thành viên từ ngày nào?,1-1-2023
24.txt_chunk7,Tuổi Trẻ Sao bao gồm các chuyên mục và trải nghiệm thú vị như thế nào?,"Tư vấn pháp luật, Hỏi chuyện sức khỏe; Xem nhật báo sắc nét trên mạng (E-paper), Tuổi Trẻ Live"
24.txt_chunk7,Thành viên Tuổi Trẻ Sao có thể tham gia các hoạt động và tương tác như thế nào?,
38.txt_chunk1,Đại học Quốc gia Hà Nội có bao nhiêu trường đại học thành viên?,"Không rõ, vì tài liệu không cung cấp thông tin này"
38.txt_chunk1,Trường Đại học Công nghệ tại ĐHQGHN đào tạo ngành nào?,Công nghệ thông tin và Công nghệ thông tin (CTĐT CLC)
38.txt_chunk1,Có bao nhiêu chương trình đào tạo bậc đại học tại ĐHQGHN?,"Không rõ, vì tài liệu chỉ cung cấp danh mục các chương trình đào tạo bậc đại học nhưng không đưa ra số lượng"
38.txt_chunk2,Đại học Khoa học Tự nhiên có bao nhiêu chương trình đào tạo?,Có 50 chương trình đào tạo
38.txt_chunk2,Đại học Khoa học Xã hội và Nhân văn có bao nhiêu ngành học?,Có 22 ngành học
38.txt_chunk2,"Trường Đại học Khoa học Tự nhiên có chương trình đào tạo ""Toán học"" hay ""Toán học (CTĐT tài năng)""?",Có cả hai chương trình đào tạo
38.txt_chunk3,Đại học nào tại Hà Nội có Trường Đại học Việt Nhật?,Đại học Quốc gia Hà Nội
38.txt_chunk3,Đại học nào tại Hà Nội có Trường Đại học Kinh tế?,Đại học Quốc gia Hà Nội
38.txt_chunk3,Đại học nào tại Hà Nội có Trường Đại học Y Dược?,Đại học Quốc gia Hà Nội
38.txt_chunk3,Đại học nào tại Hà Nội có Trường Quốc tế?,Đại học Quốc gia Hà Nội
38.txt_chunk4,Đại học Quốc gia Hà Nội được thành lập vào năm nào?,Năm 1994
38.txt_chunk4,Chương trình đào tạo đại học của Trường Đại học Kinh tế được công bố vào ngày nào?,20/06/2011
38.txt_chunk4,Các chương trình đào tạo đại học của ĐHQGHN được công bố vào ngày nào?,08/11/2012
38.txt_chunk4,Danh mục ngành đào tạo Cử nhân Tài năng của ĐHQGHN được công bố vào ngày nào?,
41.txt_chunk1,Đại học Quốc gia Hà Nội được thành lập vào thời điểm nào?,không rõ
41.txt_chunk1,"Đại học Quốc gia Hà Nội có trụ sở tại Hà Nội, Việt Nam.",đúng
41.txt_chunk1,Đại học Quốc gia Hà Nội có bao nhiêu trường thành viên?,không rõ
41.txt_chunk1,Đại học Quốc gia Hà Nội có bao nhiêu trường trực thuộc?,không rõ
41.txt_chunk1,Đại học Quốc gia Hà Nội có bao nhiêu đơn vị nghiên cứu khoa học?,không rõ
41.txt_chunk2,Đại học Quốc gia Hà Nội được thành lập theo nghị định nào?,Nghị định số 97/CP ngày 10 tháng 12 năm 1993
